1	10	1
1	11	1
1	29	1
1	33	1
1	41	1
1	68	1
1	78	1
1	80	1
1	91	1
1	99	1
2	15	1
2	21	1
2	23	1
2	31	1
2	46	1
2	48	1
2	59	1
2	61	1
2	81	1
2	87	1
2	95	1
3	4	1
3	7	1
3	11	1
3	28	1
3	34	1
3	37	1
3	44	1
3	73	1
4	3	1
4	6	1
4	7	1
4	15	1
4	21	1
4	24	1
4	26	1
4	54	1
4	63	1
4	81	1
4	83	1
4	98	1
5	11	1
5	19	1
5	23	1
5	28	1
5	39	1
5	41	1
5	48	1
5	51	1
5	54	1
5	55	1
5	94	1
5	95	1
5	98	1
6	4	1
6	10	1
6	20	1
6	26	1
6	48	1
6	62	1
6	73	1
6	81	1
6	89	1
6	97	1
7	3	1
7	4	1
7	9	1
7	15	1
7	24	1
7	30	1
7	40	1
7	46	1
7	60	1
7	71	1
7	75	1
8	12	1
8	18	1
8	21	1
8	36	1
8	40	1
8	44	1
8	50	1
8	62	1
8	65	1
8	75	1
8	76	1
8	95	1
9	7	1
9	18	1
9	28	1
9	33	1
9	47	1
9	51	1
9	56	1
9	63	1
9	65	1
9	77	1
9	90	1
9	95	1
9	97	1
10	1	1
10	6	1
10	12	1
10	15	1
10	22	1
10	24	1
10	28	1
10	43	1
10	49	1
10	62	1
10	82	1
10	90	1
10	91	1
10	92	1
11	1	1
11	3	1
11	5	1
11	38	1
11	46	1
11	66	1
11	68	1
11	76	1
11	79	1
11	80	1
11	83	1
11	85	1
11	87	1
11	90	1
11	92	1
12	8	1
12	10	1
12	27	1
12	28	1
12	38	1
12	40	1
12	56	1
12	70	1
13	22	1
13	36	1
13	69	1
13	72	1
13	74	1
13	86	1
13	94	1
14	21	1
14	34	1
14	43	1
14	44	1
14	53	1
14	65	1
14	77	1
14	79	1
14	97	1
15	2	1
15	4	1
15	7	1
15	10	1
15	34	1
15	47	1
15	48	1
15	60	1
15	61	1
15	62	1
16	38	1
16	49	1
16	73	1
16	76	1
16	93	1
17	32	1
17	49	1
17	56	1
18	8	1
18	9	1
18	37	1
18	42	1
18	53	1
18	74	1
18	84	1
18	92	1
19	5	1
19	24	1
19	28	1
19	45	1
19	49	1
19	54	1
19	56	1
19	66	1
19	77	1
19	85	1
19	95	1
20	6	1
20	28	1
20	31	1
20	38	1
20	69	1
20	71	1
20	79	1
20	83	1
20	85	1
20	86	1
20	89	1
21	2	1
21	4	1
21	8	1
21	14	1
21	27	1
21	34	1
21	60	1
21	67	1
21	88	1
22	10	1
22	13	1
22	49	1
22	71	1
22	72	1
22	75	1
22	80	1
22	87	1
22	94	1
22	100	1
23	2	1
23	5	1
23	26	1
23	29	1
23	35	1
23	39	1
23	41	1
23	43	1
23	53	1
23	59	1
23	68	1
23	75	1
23	84	1
23	97	1
24	4	1
24	7	1
24	10	1
24	19	1
24	40	1
24	51	1
24	53	1
24	59	1
24	70	1
25	36	1
25	54	1
25	61	1
25	70	1
25	85	1
26	4	1
26	6	1
26	23	1
26	27	1
26	40	1
26	46	1
26	75	1
26	85	1
26	86	1
26	89	1
26	97	1
26	100	1
27	12	1
27	21	1
27	26	1
27	35	1
27	38	1
27	47	1
27	52	1
27	60	1
27	76	1
27	85	1
27	94	1
27	100	1
28	3	1
28	5	1
28	9	1
28	10	1
28	12	1
28	19	1
28	20	1
28	35	1
28	45	1
28	48	1
28	50	1
28	65	1
28	68	1
28	77	1
28	79	1
28	80	1
28	87	1
28	92	1
28	97	1
29	1	1
29	23	1
29	32	1
29	48	1
29	64	1
29	68	1
29	95	1
29	99	1
30	7	1
30	35	1
30	52	1
30	95	1
31	2	1
31	20	1
31	34	1
31	39	1
31	47	1
31	69	1
31	71	1
31	76	1
31	83	1
31	86	1
31	93	1
32	17	1
32	29	1
32	44	1
32	46	1
32	54	1
32	70	1
32	73	1
32	83	1
32	93	1
32	97	1
33	1	1
33	9	1
33	39	1
33	41	1
33	49	1
33	58	1
33	79	1
33	88	1
33	93	1
34	3	1
34	14	1
34	15	1
34	21	1
34	31	1
34	56	1
34	67	1
34	81	1
34	82	1
34	96	1
34	98	1
35	23	1
35	27	1
35	28	1
35	30	1
35	41	1
35	42	1
35	68	1
35	90	1
36	8	1
36	13	1
36	25	1
36	51	1
36	71	1
36	80	1
36	84	1
36	93	1
36	94	1
37	3	1
37	18	1
37	47	1
37	79	1
37	86	1
37	96	1
38	11	1
38	12	1
38	16	1
38	20	1
38	27	1
38	78	1
38	82	1
38	88	1
39	5	1
39	23	1
39	31	1
39	33	1
39	53	1
39	55	1
39	56	1
39	59	1
39	60	1
39	69	1
39	80	1
39	83	1
39	86	1
39	90	1
39	92	1
40	7	1
40	8	1
40	12	1
40	24	1
40	26	1
40	47	1
40	49	1
40	51	1
40	60	1
40	82	1
40	87	1
41	1	1
41	5	1
41	23	1
41	33	1
41	35	1
41	44	1
41	57	1
41	81	1
41	83	1
41	86	1
41	87	1
41	89	1
41	91	1
41	92	1
41	100	1
42	18	1
42	35	1
42	59	1
42	83	1
43	10	1
43	14	1
43	23	1
43	52	1
43	53	1
43	54	1
43	99	1
44	3	1
44	8	1
44	14	1
44	32	1
44	41	1
44	45	1
44	54	1
44	55	1
44	66	1
44	67	1
44	74	1
45	19	1
45	28	1
45	44	1
45	57	1
45	66	1
45	74	1
45	85	1
45	87	1
45	94	1
45	95	1
46	2	1
46	7	1
46	11	1
46	26	1
46	32	1
46	50	1
46	61	1
46	63	1
46	70	1
46	81	1
47	9	1
47	15	1
47	27	1
47	31	1
47	37	1
47	40	1
47	60	1
47	78	1
47	81	1
47	91	1
47	93	1
47	95	1
48	2	1
48	5	1
48	6	1
48	15	1
48	28	1
48	29	1
48	70	1
48	86	1
48	90	1
48	93	1
49	10	1
49	16	1
49	17	1
49	19	1
49	22	1
49	33	1
49	40	1
49	62	1
49	76	1
49	84	1
49	89	1
50	8	1
50	28	1
50	46	1
50	53	1
50	64	1
50	65	1
50	73	1
50	87	1
50	95	1
51	5	1
51	9	1
51	24	1
51	36	1
51	40	1
51	64	1
51	80	1
51	85	1
51	86	1
52	27	1
52	30	1
52	43	1
53	14	1
53	18	1
53	23	1
53	24	1
53	39	1
53	43	1
53	50	1
53	64	1
53	78	1
53	94	1
54	4	1
54	5	1
54	19	1
54	25	1
54	32	1
54	43	1
54	44	1
54	75	1
54	80	1
54	83	1
55	5	1
55	39	1
