1	1	1
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	10	1
1	16	1
1	18	1
1	31	1
1	36	1
1	39	1
1	40	1
1	42	1
1	49	1
1	55	1
1	66	1
1	68	1
1	69	1
1	75	1
1	76	1
1	83	1
1	90	1
1	91	1
1	93	1
1	97	1
2	1	1
2	2	1
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
2	9	1
2	10	1
2	14	1
2	18	1
2	20	1
2	22	1
2	24	1
2	25	1
2	31	1
2	51	1
2	53	1
2	57	1
2	59	1
2	66	1
2	72	1
2	80	1
2	83	1
2	85	1
2	90	1
2	92	1
3	1	1
3	2	1
3	3	1
3	5	1
3	6	1
3	7	1
3	8	1
3	9	1
3	10	1
3	14	1
3	21	1
3	26	1
3	30	1
3	31	1
3	32	1
3	37	1
3	38	1
3	44	1
3	57	1
3	66	1
3	67	1
3	75	1
3	76	1
3	78	1
3	83	1
3	94	1
3	96	1
3	97	1
3	98	1
4	1	1
4	2	1
4	4	1
4	6	1
4	7	1
4	8	1
4	9	1
4	10	1
4	11	1
4	22	1
4	26	1
4	27	1
4	31	1
4	39	1
4	43	1
4	45	1
4	54	1
4	55	1
4	61	1
4	62	1
4	70	1
4	78	1
4	81	1
4	86	1
4	90	1
4	95	1
5	1	1
5	2	1
5	3	1
5	5	1
5	6	1
5	8	1
5	10	1
5	11	1
5	22	1
5	29	1
5	32	1
5	36	1
5	41	1
5	55	1
5	62	1
5	66	1
5	68	1
5	69	1
5	73	1
5	75	1
5	76	1
5	77	1
5	78	1
5	84	1
5	95	1
6	1	1
6	2	1
6	3	1
6	4	1
6	5	1
6	6	1
6	7	1
6	8	1
6	10	1
6	14	1
6	20	1
6	27	1
6	28	1
6	50	1
6	54	1
6	56	1
6	58	1
6	62	1
6	70	1
6	79	1
6	80	1
6	81	1
6	83	1
6	95	1
6	99	1
6	100	1
7	1	1
7	2	1
7	3	1
7	4	1
7	6	1
7	7	1
7	8	1
7	10	1
7	11	1
7	23	1
7	29	1
7	36	1
7	44	1
7	46	1
7	56	1
7	58	1
7	59	1
7	61	1
7	65	1
7	68	1
7	71	1
7	73	1
7	76	1
7	83	1
7	89	1
7	91	1
8	1	1
8	3	1
8	4	1
8	5	1
8	6	1
8	7	1
8	8	1
8	9	1
8	10	1
8	11	1
8	13	1
8	15	1
8	21	1
8	40	1
8	41	1
8	42	1
8	46	1
8	52	1
8	54	1
8	57	1
8	59	1
8	61	1
8	72	1
8	73	1
8	81	1
8	82	1
8	86	1
8	89	1
8	96	1
8	99	1
9	2	1
9	3	1
9	4	1
9	8	1
9	9	1
9	10	1
9	17	1
9	18	1
9	21	1
9	25	1
9	26	1
9	27	1
9	28	1
9	38	1
9	40	1
9	43	1
9	44	1
9	47	1
9	56	1
9	59	1
9	77	1
9	78	1
9	80	1
9	84	1
9	86	1
9	87	1
9	98	1
10	1	1
10	2	1
10	3	1
10	4	1
10	5	1
10	6	1
10	7	1
10	8	1
10	9	1
10	10	1
10	17	1
10	19	1
10	28	1
10	29	1
10	31	1
10	45	1
10	46	1
10	47	1
10	53	1
10	58	1
10	64	1
10	70	1
10	80	1
10	83	1
10	84	1
10	85	1
10	89	1
10	90	1
10	95	1
10	96	1
11	4	1
11	5	1
11	7	1
11	8	1
11	11	1
11	12	1
11	13	1
11	14	1
11	15	1
11	16	1
11	17	1
11	18	1
11	19	1
11	20	1
11	24	1
11	28	1
11	36	1
11	44	1
11	45	1
11	52	1
11	67	1
11	73	1
11	78	1
11	82	1
11	86	1
