1	9
1	21
1	52
1	154
1	187
1	196
1	367
1	380
1	550
1	553
1	706
1	713
1	767
1	976
1	1052
1	2782
1	2802
2	6
2	145
2	188
2	592
2	710
2	817
2	956
3	102
3	122
3	183
3	465
3	675
3	822
3	867
5	183
5	458
5	593
6	145
6	188
6	537
6	592
6	710
6	817
6	956
6	2890
7	161
7	269
7	2978
9	21
9	52
9	154
9	187
9	196
9	247
9	367
9	380
9	444
9	550
9	553
9	706
9	713
9	767
9	962
9	976
9	2782
9	2802
10	130
10	404
10	519
10	675
10	822
10	2582
10	2620
10	2764
10	2787
11	286
11	778
12	43
12	75
12	94
12	115
12	174
12	258
12	332
12	399
12	413
12	433
12	491
12	529
12	530
12	616
12	990
12	991
13	147
13	219
13	788
13	851
15	432
15	622
15	849
15	984
15	988
15	1037
15	1038
16	488
16	509
16	543
16	557
18	49
18	133
18	357
18	367
18	408
18	627
18	723
18	818
18	2530
19	268
19	384
19	727
19	980
19	1012
21	52
21	154
21	187
21	196
21	269
21	367
21	380
21	550
21	553
21	706
21	713
21	767
21	976
21	2782
21	2802
22	140
22	637
22	776
22	806
22	813
22	922
22	1007
22	1014
23	299
23	422
23	1030
24	312
24	704
24	912
24	948
24	983
25	27
25	256
25	388
25	466
25	745
26	32
26	44
26	68
26	77
26	86
26	132
26	142
26	143
26	160
26	162
26	173
26	215
26	221
26	235
26	249
26	276
26	293
26	315
26	356
26	392
26	414
26	437
26	453
26	460
26	506
26	518
26	523
26	545
26	571
26	577
26	579
26	591
26	608
26	641
26	642
26	685
26	737
26	738
26	740
26	765
26	777
26	804
26	827
26	828
26	833
26	835
26	891
26	906
26	926
26	943
26	967
26	969
26	1006
26	1010
26	1025
26	1042
26	2064
26	2134
26	2240
26	2275
26	2345
26	2371
26	2387
26	2523
26	2554
26	2592
26	2614
26	2630
26	2631
26	2663
26	2737
26	2781
26	2842
26	2875
26	2891
26	2894
26	2925
26	3022
27	144
27	233
27	388
27	745
28	564
29	53
29	59
29	67
29	77
29	135
29	166
29	169
29	199
29	208
29	280
29	288
29	315
29	320
29	321
29	385
29	409
29	412
29	423
29	441
29	484
29	489
29	514
29	626
29	671
29	699
29	723
29	893
29	910
29	958
29	962
29	966
29	1021
29	1031
29	2044
29	2094
29	2248
29	2365
29	2386
29	2490
29	2670
29	2780
29	2963
29	2972
29	3021
30	548
31	194
31	957
31	2576
31	2872
31	2932
32	44
32	142
32	143
32	162
32	173
32	221
32	235
32	356
32	392
32	414
32	437
32	453
32	460
32	518
32	579
32	591
32	608
32	641
32	642
32	737
32	738
32	740
32	765
32	827
32	828
32	833
32	835
32	926
32	967
32	969
32	1006
32	1010
32	1025
32	1042
32	2064
32	2134
32	2371
32	2523
32	2554
32	2592
32	2630
32	2663
32	2781
32	2875
32	2891
32	2894
32	2925
32	3022
33	145
33	188
33	281
33	294
33	396
33	604
33	665
33	734
33	817
33	895
33	918
33	934
33	956
33	1036
33	3024
34	72
34	96
34	300
34	425
34	622
34	647
34	721
34	849
34	984
34	988
34	991
34	1037
34	2489
35	81
35	266
35	296
35	451
36	835
36	875
36	943
36	1019
36	1025
36	1026
37	90
37	141
37	272
37	352
37	355
37	415
37	496
37	507
37	510
37	724
37	799
